"station_id","name","capacity","num_bikes_available","num_docks_available","last_reported","lat","lon","is_installed","is_renting","is_returning"
"7303","Queen St E / Woodward Ave",19,12,7,1751972980,43.665269,-79.319796,1,1,1
"7309","Queen St E / Rhodes Ave",23,13,9,1751972992,43.666224,-79.317693,1,1,1
"7311","Sherbourne St / Isabella St",19,12,7,1751972968,43.669576,-79.375961,1,1,1
"7312","Amelia St / Sumach St",11,3,5,1751973009,43.66852,-79.363525,1,1,1
"7313","Emdaabiimok Ave / Lake Shore Blvd E",15,13,1,1751973020,43.662771,-79.315223,1,1,1
"7314","Queen St. E / Eastern Ave",15,9,5,1751972965,43.667208,-79.312315,1,1,1
"7315","Queen St E / Hammersmith Ave",11,4,7,1751972911,43.671349,-79.29451,1,1,1
"7316","Queen St. E / Spruce Hill Rd.",15,5,10,1751972874,43.672571,-79.289,1,1,1
"7317","Hubbard Blvd / Balsam Av",19,4,15,1751973001,43.669328,-79.288949,1,1,1
"7318","Hubbard Blvd / Glen Manor Dr",15,6,9,1751973019,43.668633,-79.291162,1,1,1
"7319","Lake Shore Blvd E / Knox Ave",11,3,8,1751972854,43.660206,-79.3244,1,1,1
"7320","Front St W / University Ave (1)",19,2,16,1751972863,43.6451635,-79.3831757,1,1,1
"7321","Front St W / University Ave (2)",19,5,10,1751972902,43.6452972,-79.3827914,1,1,1
"7322","East Liberty St / Western Battery Rd",19,15,3,1751972928,43.6392777,-79.4115736,1,1,1
"7323","457 King St W",19,4,15,1751972859,43.6452091,-79.3960744,1,1,1
"7324","King St W / Charlotte St",23,6,16,1751972985,43.645572,-79.39399,1,1,1
"7326","Davenport Rd / Lansdowne Ave",19,2,15,1751972878,43.671526,-79.44874,1,1,1
"7327","Davenport Rd / Dovercourt Rd - SMART",16,2,12,1751972878,43.6741219,-79.4352208,1,1,1
"7329","Crawford St / Queen St W",19,11,7,1751972850,43.645665,-79.415345,1,1,1
"7331","Coxwell Ave / Plains Rd",19,4,15,1751972993,43.69595,-79.328535,1,1,1
"7332","200 Bloor St E",22,17,4,1751972868,43.671561,-79.38117,1,1,1
"7333","King St E / Victoria St",19,4,13,1751972906,43.6495789,-79.3762096,1,1,1
"7334","Simcoe St / Wellington St W North",15,0,15,1751972848,43.6462176,-79.3855048,1,1,1
"7335","Bay St / Bloor St W (West Side)",19,8,11,1751972888,43.669244,-79.3894,1,1,1
"7336","Queen St E / Alton Av",19,14,5,1751972924,43.663912,-79.327987,1,1,1
"7337","Gerrard Square Mall (1010 Gerrard St E)",23,13,9,1751972924,43.668553,-79.338673,1,1,1
"7338","Logan Ave / Bain Ave",19,14,5,1751972968,43.6720273,-79.3470557,1,1,1
"7339","Carlaw Ave / Strathcona Ave",15,11,3,1751972860,43.6753188,-79.3462789,1,1,1
"7340","Blake St / Boultbee Ave",15,10,5,1751972853,43.672453,-79.338259,1,1,1
"7341","Eastern Ave / Winnifred Ave",14,12,1,1751972860,43.6592088,-79.3348396,1,1,1
"7342","Morse St / Eastern Ave",11,7,1,1751972967,43.657991,-79.340075,1,1,1
"7343","Alton Ave / Dundas St E (Greenwood Park)",23,19,4,1751972853,43.66745,-79.329408,1,1,1
"7344","Cherry Beach",49,17,29,1751973000,43.637764,-79.345359,1,1,1
"7345","Cherry Beach Sports Fields (55 Unwin Ave)",31,2,29,1751972853,43.6408346,-79.3429074,1,1,1
"7346","Logan Ave / Gerrard St E",23,10,12,1751972897,43.6672144,-79.3452697,1,1,1
"7347","Regal Rd / Dufferin St",15,2,13,1751972869,43.673939,-79.441159,1,1,1
"7348","Pape Ave / Gamble Ave",19,14,5,1751972959,43.690237,-79.350119,1,1,1
"7349","Gamble Ave / Broadview Ave",23,11,11,1751972941,43.689211,-79.35438,1,1,1
"7350","Broadview Ave / Westwood Ave",23,17,5,1751972886,43.6848652,-79.356602,1,1,1
